Osc1 Control1,90,69,0x45,0x0,0x45,0x41100,0x371945,0x43F 
Osc1 Control1,91,71,0x47,0x0,0x47,0x41100,0x371947,0x43F 
Osc1 Control1,92,73,0x49,0x0,0x49,0x41100,0x371949,0x43F 
Osc1 Control1,93,75,0x4B,0x0,0x4B,0x41100,0x37194B,0x43F 
Osc1 Control1,94,77,0x4D,0x0,0x4D,0x41100,0x37194D,0x43F 
Osc1 Control1,95,79,0x4F,0x0,0x4F,0x41100,0x37194F,0x43F 
Osc1 Control1,96,81,0x51,0x0,0x51,0x41100,0x371951,0x43F 
Osc1 Control1,97,83,0x53,0x0,0x53,0x41100,0x371953,0x43F 
Osc1 Control1,98,85,0x55,0x0,0x55,0x41100,0x371955,0x43F 
Osc1 Control1,99,87,0x57,0x0,0x57,0x41100,0x371957,0x43F 
Osc1 Control1,100,89,0x59,0x0,0x59,0x41100,0x371959,0x43F 
Osc1 Control1,101,91,0x5B,0x0,0x5B,0x41100,0x37195B,0x43F 
Osc1 Control1,102,93,0x5D,0x0,0x5D,0x41100,0x37195D,0x43F 
Osc1 Control1,103,79,0x4F,0x0,0x4F,0x41100,0x37194F,0x43F 
Osc1 Control1,104,97,0x61,0x0,0x61,0x41100,0x371961,0x43F 
Osc1 Control1,105,99,0x63,0x0,0x63,0x41100,0x371963,0x43F 
Osc1 Control1,106,101,0x65,0x0,0x65,0x41100,0x371965,0x43F 
Osc1 Control1,107,103,0x67,0x0,0x67,0x41100,0x371967,0x43F 
Osc1 Control1,108,105,0x69,0x0,0x69,0x41100,0x371969,0x43F 
Osc1 Control1,109,107,0x6B,0x0,0x6B,0x41100,0x37196B,0x43F 
Osc1 Control1,110,109,0x6D,0x0,0x6D,0x41100,0x37196D,0x43F 
Osc1 Control1,111,111,0x6F,0x0,0x6F,0x41100,0x37196F,0x43F 
Osc1 Control1,112,113,0x71,0x0,0x71,0x41100,0x371971,0x43F 
Osc1 Control1,113,115,0x73,0x0,0x73,0x41100,0x371973,0x43F 
Osc1 Control1,114,117,0x75,0x0,0x75,0x41100,0x371975,0x43F 
Osc1 Control1,115,119,0x77,0x0,0x77,0x41100,0x371977,0x43F 
Osc1 Control1,116,121,0x79,0x0,0x79,0x41100,0x371979,0x43F 
Osc1 Control1,117,123,0x7B,0x0,0x7B,0x41100,0x37197B,0x43F 
Osc1 Control1,118,125,0x7D,0x0,0x7D,0x41100,0x37197D,0x43F 
Osc1 Control1,119,127,0x7F,0x0,0x7F,0x41100,0x37197F,0x43F 
Osc1 Control1,120,129,0x81,0x1,0x1,0x41101,0x371901,0x43F 
Osc1 Control1,121,137,0x89,0x1,0x9,0x41101,0x371909,0x43F 
Osc1 Control1,122,145,0x91,0x1,0x11,0x41101,0x371911,0x43F 
Osc1 Control1,123,153,0x99,0x1,0x19,0x41101,0x371919,0x43F 
Osc1 Control1,124,169,0xA9,0x1,0x29,0x41101,0x371929,0x43F 
Osc1 Control1,125,193,0xC1,0x1,0x41,0x41101,0x371941,0x43F 
Osc1 Control1,126,225,0xE1,0x1,0x61,0x41101,0x371961,0x43F 
Osc1 Control1,127,321,0x141,0x2,0x41,0x41102,0x371941,0x43F 
